customer_code,fiscal_year,pre_invoice_discount_pct
90004064,2020,0.2174
90004064,2021,0.2235
90004064,2022,0.3027
90004065,2018,0.1992
90004065,2019,0.2126
90004065,2020,0.2310
90004065,2021,0.2967
90004065,2022,0.2662
90004066,2018,0.2489
90004066,2019,0.2645
90004066,2020,0.2728
90004066,2021,0.1830
90004066,2022,0.2771
90004067,2018,0.2501
90004067,2019,0.2545
90004067,2020,0.2905
90004067,2021,0.2672
90004067,2022,0.2772
90004068,2018,0.2728
90004068,2019,0.3090
90004068,2020,0.2453
90004068,2021,0.1977
90004068,2022,0.2856
90005159,2018,0.2135
90005159,2019,0.2096
90005159,2020,0.2631
90005159,2021,0.2976
90005159,2022,0.3056
90005160,2018,0.2599
90005160,2019,0.2897
90005160,2020,0.2892
90005160,2021,0.2314
90005160,2022,0.2840
90005161,2018,0.2025
90005161,2019,0.1813
90005161,2020,0.2329
90005161,2021,0.1958
90005161,2022,0.2628
90005162,2018,0.3040
90005162,2019,0.2021
90005162,2020,0.1807
90005162,2021,0.1969
90005162,2022,0.2347
90006153,2018,0.2970
90006153,2019,0.2758
90006153,2020,0.1910
90006153,2021,0.1864
90006153,2022,0.1900
90006156,2018,0.2552
90006156,2019,0.2347
90006156,2020,0.2136
90006156,2021,0.2195
90006156,2022,0.2079
90007197,2018,0.2031
90007197,2019,0.1903
90007197,2020,0.2182
90007197,2021,0.2009
90007197,2022,0.2989
90008164,2018,0.3009
90008164,2019,0.2233
90008164,2020,0.2716
90008164,2021,0.2499
90008164,2022,0.1818
90008165,2018,0.2849
90008165,2019,0.2483
90008165,2020,0.2609
90008165,2021,0.2136
90008165,2022,0.2728
90008166,2018,0.2884
90008166,2019,0.2281
90008166,2020,0.1987
90008166,2021,0.3063
90008166,2022,0.2636
90008167,2018,0.1947
90008167,2019,0.1859
90008167,2020,0.2971
90008167,2021,0.2339
90008167,2022,0.2406
90008168,2018,0.3005
90008168,2019,0.1972
90008168,2020,0.3018
90008168,2021,0.2511
90008168,2022,0.2549
90009127,2018,0.2343
90009127,2019,0.2304
90009127,2020,0.2870
90009127,2021,0.2964
90009127,2022,0.2385
90009128,2018,0.2311
90009128,2019,0.2533
90009128,2020,0.2197
90009128,2021,0.1818
90009128,2022,0.3064
90009129,2018,0.2568
90009129,2019,0.3043
90009129,2020,0.2386
90009129,2021,0.1809
90009129,2022,0.2160
90009130,2018,0.2413
90009130,2019,0.2107
90009130,2020,0.2346
90009130,2021,0.1800
90009130,2022,0.3065
90009131,2018,0.2024
90009131,2019,0.2642
90009131,2020,0.2757
90009131,2021,0.3015
90009131,2022,0.2316
90009132,2018,0.3060
90009132,2019,0.2900
90009132,2020,0.3008
90009132,2021,0.2566
90009132,2022,0.3067
90010044,2018,0.2708
90010044,2019,0.3012
90010044,2020,0.1851
90010044,2021,0.2594
90010044,2022,0.2944
90010045,2018,0.1951
90010045,2019,0.2793
90010045,2020,0.2558
90010045,2021,0.2883
90010045,2022,0.1982
90010046,2018,0.1876
90010046,2019,0.2632
90010046,2020,0.1859
90010046,2021,0.3034
90010046,2022,0.1804
90011185,2018,0.2779
90011185,2019,0.2704
90011185,2020,0.1927
90011185,2021,0.2613
90011185,2022,0.1978
90011186,2018,0.2091
90011186,2019,0.2740
90011186,2020,0.2906
90011186,2021,0.2401
90011186,2022,0.2887
90011187,2018,0.2924
90011187,2019,0.2887
90011187,2020,0.2644
90011187,2021,0.2899
90011187,2022,0.1810
90011188,2018,0.2233
90011188,2019,0.2862
90011188,2020,0.2404
90011188,2021,0.2996
90011188,2022,0.2122
90011189,2018,0.2992
90011189,2019,0.2497
90011189,2020,0.2054
90011189,2021,0.2933
90011189,2022,0.2272
90011190,2018,0.2717
90011190,2019,0.3038
90011190,2020,0.1928
90011190,2021,0.1829
90011190,2022,0.2799
90011191,2018,0.2270
90011191,2019,0.2241
90011191,2020,0.2508
90011191,2021,0.1925
90011191,2022,0.2162
90011192,2018,0.2587
90011192,2019,0.2322
90011192,2020,0.2167
90011192,2021,0.2439
90011192,2022,0.2257
90012033,2018,0.2847
90012033,2019,0.1952
90012033,2020,0.3015
90012033,2021,0.2638
90012033,2022,0.2823
90012034,2018,0.1984
90012034,2019,0.2149
90012034,2020,0.2943
90012034,2021,0.2195
90012034,2022,0.2684
90012035,2018,0.2777
90012035,2019,0.2668
90012035,2020,0.3067
90012035,2021,0.3045
90012035,2022,0.2816
90012036,2018,0.2935
90012036,2019,0.1885
90012036,2020,0.1965
90012036,2021,0.2421
90012036,2022,0.2722
90012037,2018,0.2204
90012037,2019,0.2934
90012037,2020,0.3023
90012037,2021,0.2129
90012037,2022,0.2449
90012038,2018,0.2947
90012038,2019,0.2465
90012038,2020,0.2586
90012038,2021,0.2785
90012038,2022,0.2162
90012039,2018,0.2285
90012039,2019,0.3089
90012039,2020,0.2777
90012039,2021,0.2819
90012039,2022,0.2564
90012040,2018,0.2503
90012040,2019,0.2643
90012040,2020,0.2709
90012040,2021,0.1814
90012040,2022,0.2830
90012041,2018,0.2576
90012041,2019,0.2795
90012041,2020,0.2233
90012041,2021,0.2048
90012041,2022,0.2846
90013116,2018,0.2409
90013116,2019,0.2958
90013116,2020,0.3014
90013116,2021,0.2250
90013116,2022,0.2767
90013117,2018,0.1990
90013117,2019,0.2083
90013117,2020,0.2140
90013117,2021,0.2411
90013117,2022,0.2018
90013118,2018,0.2634
90013118,2019,0.1883
90013118,2020,0.2532
90013118,2021,0.2111
90013118,2022,0.1849
90013119,2018,0.2809
90013119,2019,0.2307
90013119,2020,0.2994
90013119,2021,0.2591
90013119,2022,0.1883
90013120,2018,0.2651
90013120,2019,0.2213
90013120,2020,0.1935
90013120,2021,0.2360
90013120,2022,0.2382
90013121,2018,0.2639
90013121,2019,0.3049
90013121,2020,0.2047
90013121,2021,0.2093
90013121,2022,0.1903
90013122,2018,0.1942
90013122,2019,0.2057
90013122,2020,0.2475
90013122,2021,0.3093
90013122,2022,0.2189
90013123,2018,0.2567
90013123,2019,0.2554
90013123,2020,0.2625
90013123,2021,0.2252
90013123,2022,0.2254
90013124,2018,0.2710
90013124,2019,0.1877
90013124,2020,0.2130
90013124,2021,0.2046
90013124,2022,0.2371
90014135,2018,0.3083
90014135,2019,0.2549
90014135,2020,0.1938
90014135,2021,0.3042
90014135,2022,0.2751
90014136,2018,0.2361
90014136,2019,0.2624
90014136,2020,0.2930
90014136,2021,0.2034
90014136,2022,0.2657
90014137,2018,0.2857
90014137,2019,0.2659
90014137,2020,0.2622
90014137,2021,0.2825
90014137,2022,0.2344
90014138,2018,0.2410
90014138,2019,0.3007
90014138,2020,0.2282
90014138,2021,0.2979
90014138,2022,0.2513
90014139,2018,0.2160
90014139,2019,0.2655
90014139,2020,0.1991
90014139,2021,0.2892
90014139,2022,0.2368
90014140,2018,0.2490
90014140,2019,0.2300
90014140,2020,0.2561
90014140,2021,0.2733
90014140,2022,0.1892
90014141,2018,0.1908
90014141,2019,0.2336
90014141,2020,0.2657
90014141,2021,0.3074
90014141,2022,0.1918
90015144,2018,0.2867
90015144,2019,0.2753
90015144,2020,0.2142
90015144,2021,0.2594
90015144,2022,0.2204
90015145,2018,0.3052
90015145,2019,0.2597
90015145,2020,0.2931
90015145,2021,0.2660
90015145,2022,0.2717
90015146,2018,0.2749
90015146,2019,0.2594
90015146,2020,0.2561
90015146,2021,0.1805
90015146,2022,0.2209
90015147,2018,0.2584
90015147,2019,0.3065
90015147,2020,0.2333
90015147,2021,0.1965
90015147,2022,0.2067
90015148,2018,0.2303
90015148,2019,0.2753
90015148,2020,0.2220
90015148,2021,0.3076
90015148,2022,0.1969
90015149,2018,0.2174
90015149,2019,0.2001
90015149,2020,0.2700
90015149,2021,0.2671
90015149,2022,0.2674
90015150,2018,0.1807
90015150,2019,0.2469
90015150,2020,0.2237
90015150,2021,0.2316
90015150,2022,0.2290
90016171,2018,0.2733
90016171,2019,0.3038
90016171,2020,0.2743
90016171,2021,0.2974
90016171,2022,0.1816
90016172,2018,0.2525
90016172,2019,0.2858
90016172,2020,0.2644
90016172,2021,0.2653
90016172,2022,0.2501
90016173,2018,0.2083
90016173,2019,0.2157
90016173,2020,0.2462
90016173,2021,0.2623
90016173,2022,0.2487
90016174,2018,0.2051
90016174,2019,0.2800
90016174,2020,0.1963
90016174,2021,0.2556
90016174,2022,0.1957
90016175,2018,0.2551
90016175,2019,0.2079
90016175,2020,0.2735
90016175,2021,0.2130
90016175,2022,0.3090
90016176,2018,0.2762
90016176,2019,0.1966
90016176,2020,0.2712
90016176,2021,0.2143
90016176,2022,0.3099
90017049,2018,0.2534
90017049,2019,0.2474
90017049,2020,0.2946
90017049,2021,0.2938
90017049,2022,0.1935
90017050,2018,0.1877
90017050,2019,0.3099
90017050,2020,0.2716
90017050,2021,0.2505
90017050,2022,0.2540
90017051,2018,0.2740
90017051,2019,0.2464
90017051,2020,0.3027
90017051,2021,0.2753
90017051,2022,0.2310
90017052,2018,0.2515
90017052,2019,0.2195
90017052,2020,0.2439
90017052,2021,0.2371
90017052,2022,0.1842
90017053,2018,0.1875
90017053,2019,0.2851
90017053,2020,0.1871
90017053,2021,0.2431
90017053,2022,0.2279
90017054,2018,0.2014
90017054,2019,0.2803
90017054,2020,0.2844
90017054,2021,0.2496
90017054,2022,0.2913
90017055,2018,0.2055
90017055,2019,0.2613
90017055,2020,0.2449
90017055,2021,0.1983
90017055,2022,0.2290
90017056,2018,0.2956
90017056,2019,0.2592
90017056,2020,0.2601
90017056,2021,0.2692
90017056,2022,0.2981
90017057,2018,0.2319
90017057,2019,0.1854
90017057,2020,0.1870
90017057,2021,0.1844
90017057,2022,0.2076
90017058,2018,0.2919
90017058,2019,0.2658
90017058,2020,0.2742
90017058,2021,0.2384
90017058,2022,0.1957
90017059,2018,0.1850
90017059,2019,0.2836
90017059,2020,0.2033
90017059,2021,0.2308
90017059,2022,0.2353
90018105,2018,0.2498
90018105,2019,0.2992
90018105,2020,0.1872
90018105,2021,0.2963
90018105,2022,0.2676
90018106,2018,0.2462
90018106,2019,0.2637
90018106,2020,0.2961
90018106,2021,0.2763
90018106,2022,0.2305
90018107,2018,0.2989
90018107,2019,0.2090
90018107,2020,0.2175
90018107,2021,0.2082
90018107,2022,0.2871
90018108,2018,0.2783
90018108,2019,0.2459
90018108,2020,0.2792
90018108,2021,0.2363
90018108,2022,0.2448
90018109,2018,0.2968
90018109,2019,0.3042
90018109,2020,0.1892
90018109,2021,0.2375
90018109,2022,0.3044
90018110,2018,0.2570
90018110,2019,0.2746
90018110,2020,0.2318
90018110,2021,0.2053
90018110,2022,0.2928
90018111,2018,0.2558
90018111,2019,0.2589
90018111,2020,0.2673
90018111,2021,0.2627
90018111,2022,0.2967
90018112,2018,0.2277
90018112,2019,0.2115
90018112,2020,0.2826
90018112,2021,0.2949
90018112,2022,0.2908
90018113,2018,0.3090
90018113,2019,0.2829
90018113,2020,0.1873
90018113,2021,0.1960
90018113,2022,0.2763
90018114,2018,0.1834
90018114,2019,0.3001
90018114,2020,0.2181
90018114,2021,0.2259
90018114,2022,0.2884
90019200,2018,0.2481
90019200,2019,0.2511
90019200,2020,0.1984
90019200,2021,0.2261
90019200,2022,0.2243
90019201,2018,0.1866
90019201,2019,0.2103
90019201,2020,0.1818
90019201,2021,0.3015
90019201,2022,0.2851
90019202,2018,0.1868
90019202,2019,0.2345
90019202,2020,0.1988
90019202,2021,0.2054
90019202,2022,0.2048
90019203,2018,0.2195
90019203,2019,0.2974
90019203,2020,0.3087
90019203,2021,0.2007
90019203,2022,0.3020
90020097,2018,0.2739
90020097,2019,0.2473
90020097,2020,0.2251
90020097,2021,0.2522
90020097,2022,0.2628
90020098,2018,0.2461
90020098,2019,0.2683
90020098,2020,0.2342
90020098,2021,0.3015
90020098,2022,0.2538
90020099,2018,0.2806
90020099,2019,0.2521
90020099,2020,0.2092
90020099,2021,0.3091
90020099,2022,0.3063
90020100,2018,0.2300
90020100,2019,0.3087
90020100,2020,0.2692
90020100,2021,0.2909
90020100,2022,0.2633
90020101,2018,0.1909
90020101,2019,0.2482
90020101,2020,0.2671
90020101,2021,0.1930
90020101,2022,0.2017
90020102,2018,0.2676
90020102,2019,0.2359
90020102,2020,0.2997
90020102,2021,0.2054
90020102,2022,0.3011
90020103,2018,0.2229
90020103,2019,0.2899
90020103,2020,0.2471
90020103,2021,0.1938
90020103,2022,0.2931
90021086,2018,0.3075
90021086,2019,0.2098
90021086,2020,0.2923
90021086,2021,0.1815
90021086,2022,0.2950
90021087,2018,0.1877
90021087,2019,0.2792
90021087,2020,0.2196
90021087,2021,0.2444
90021087,2022,0.3027
90021088,2018,0.2770
90021088,2019,0.2120
90021088,2020,0.3072
90021088,2021,0.1931
90021088,2022,0.2367
90021089,2018,0.2794
90021089,2019,0.1813
90021089,2020,0.2089
90021089,2021,0.2943
90021089,2022,0.2536
90021090,2018,0.1878
90021090,2019,0.2351
90021090,2020,0.3091
90021090,2021,0.2216
90021090,2022,0.2549
90021091,2018,0.2271
90021091,2019,0.2502
90021091,2020,0.3041
90021091,2021,0.2501
90021091,2022,0.1989
90021092,2018,0.3059
90021092,2019,0.2540
90021092,2020,0.2907
90021092,2021,0.2329
90021092,2022,0.2608
90021093,2018,0.2553
90021093,2019,0.2406
90021093,2020,0.2516
90021093,2021,0.2845
90021093,2022,0.2708
90021094,2018,0.1876
90021094,2019,0.2960
90021094,2020,0.2072
90021094,2021,0.2344
90021094,2022,0.2739
90021095,2018,0.2040
90021095,2019,0.1964
90021095,2020,0.2199
90021095,2021,0.2848
90021095,2022,0.2369
90022071,2018,0.1906
90022071,2019,0.2734
90022071,2020,0.2674
90022071,2021,0.2257
90022071,2022,0.1944
90022072,2018,0.2934
90022072,2019,0.2795
90022072,2020,0.2629
90022072,2021,0.1853
90022072,2022,0.2342
90022073,2018,0.2834
90022073,2019,0.2450
90022073,2020,0.1966
90022073,2021,0.1953
90022073,2022,0.2118
90022074,2018,0.2709
90022074,2019,0.2914
90022074,2020,0.2051
90022074,2021,0.2408
90022074,2022,0.2290
90022075,2018,0.2553
90022075,2019,0.2563
90022075,2020,0.2293
90022075,2021,0.2375
90022075,2022,0.2158
90022076,2018,0.2434
90022076,2019,0.2555
90022076,2020,0.2880
90022076,2021,0.2882
90022076,2022,0.1858
90022077,2018,0.2394
90022077,2019,0.2502
90022077,2020,0.2448
90022077,2021,0.3028
90022077,2022,0.2383
90022078,2018,0.2882
90022078,2019,0.2872
90022078,2020,0.2358
90022078,2021,0.2162
90022078,2022,0.3067
90022079,2018,0.2788
90022079,2019,0.2482
90022079,2020,0.2584
90022079,2021,0.2075
90022079,2022,0.1833
90022080,2018,0.1814
90022080,2019,0.2529
90022080,2020,0.2041
90022080,2021,0.3059
90022080,2022,0.3087
90022081,2018,0.2957
90022081,2019,0.2483
90022081,2020,0.2112
90022081,2021,0.2902
90022081,2022,0.2330
90022082,2018,0.2954
90022082,2019,0.2639
90022082,2020,0.2478
90022082,2021,0.2128
90022082,2022,0.2221
90022083,2018,0.2551
90022083,2019,0.1988
90022083,2020,0.2734
90022083,2021,0.1927
90022083,2022,0.2906
90023022,2018,0.2054
90023022,2019,0.1826
90023022,2020,0.3063
90023022,2021,0.2556
90023022,2022,0.2128
90023023,2018,0.2764
90023023,2019,0.1852
90023023,2020,0.2292
90023023,2021,0.2652
90023023,2022,0.2562
90023024,2018,0.2357
90023024,2019,0.2399
90023024,2020,0.2150
90023024,2021,0.2289
90023024,2022,0.2450
90023025,2018,0.2908
90023025,2019,0.2494
90023025,2020,0.2824
90023025,2021,0.2571
90023025,2022,0.1810
90023026,2018,0.2998
90023026,2019,0.2659
90023026,2020,0.3080
90023026,2021,0.2918
90023026,2022,0.1855
90023027,2018,0.2755
90023027,2019,0.2997
90023027,2020,0.2505
90023027,2021,0.2554
90023027,2022,0.2995
90023028,2018,0.2405
90023028,2019,0.2063
90023028,2020,0.2949
90023028,2021,0.2598
90023028,2022,0.2842
90023029,2018,0.2171
90023029,2019,0.2537
90023029,2020,0.3008
90023029,2021,0.2506
90023029,2022,0.2976
90023030,2018,0.2117
90023030,2019,0.2227
90023030,2020,0.3048
90023030,2021,0.2186
90023030,2022,0.1923
90024183,2018,0.1903
90024183,2019,0.2430
90024183,2020,0.2996
90024183,2021,0.2251
90024183,2022,0.1809
90024184,2018,0.1961
90024184,2019,0.2794
90024184,2020,0.2386
90024184,2021,0.1839
90024184,2022,0.2453
90025209,2018,0.2815
90025209,2019,0.2791
90025209,2020,0.2657
90025209,2021,0.2386
90025209,2022,0.2708
90026205,2018,0.3004
90026205,2019,0.2282
90026205,2020,0.3051
90026205,2021,0.2554
90026205,2022,0.2742
90027207,2018,0.2803
90027207,2019,0.2248
90027207,2020,0.2386
90027207,2021,0.2772
90027207,2022,0.2317
